drug_id,drug_name,drug_slug,drug_class,class_id,class_slug,system,system_slug,problem_area,problem_slug,mechanism,mechanism_short,exam_use,side_effects,exam_hint,related_drugs,related_classes,is_key_example,revision_priority,tags,flashcard_front,flashcard_back,mcq_question,mcq_correct_answer,disclaimer
D0001,cetirizine,cetirizine,Antihistamine,Cantihistamine,antihistamine,Allergy,allergy,"Allergic rhinitis, urticaria and sedation concepts",allergic-rhinitis,Blocks H1 histamine receptors.,Blocks H1 histamine receptors.,"Allergy symptoms, itching, motion sickness/sedation concepts depending on drug.","Drowsiness more with first-generation drugs, dry mouth, dizziness.",High-yield: first-generation H1 blockers are sedating and anticholinergic.,"cetirizine, levocetirizine, loratadine, desloratadine, fexofenadine, diphenhydramine, chlorpheniramine, promethazine",,Yes,High,"cetirizine | Antihistamine | Allergy | Allergic rhinitis, urticaria and sedation concepts | Blocks H1 histamine receptors. | High-yield: first-generation H1 blockers are sedating and anticholinergic.",What is the drug class of cetirizine?,cetirizine belongs to Antihistamine. Mechanism theme: Blocks H1 histamine receptors.,cetirizine belongs to which drug class?,Antihistamine,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0083,ganciclovir,ganciclovir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,ganciclovir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of ganciclovir?,ganciclovir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,ganciclovir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0084,interferon alfa,interferon-alfa,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,interferon alfa | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of interferon alfa?,interferon alfa belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,interferon alfa belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0085,lamivudine,lamivudine,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,lamivudine | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of lamivudine?,lamivudine belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,lamivudine belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0086,lopinavir,lopinavir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,lopinavir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of lopinavir?,lopinavir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,lopinavir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0087,maraviroc,maraviroc,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,maraviroc | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of maraviroc?,maraviroc belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,maraviroc belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0088,nevirapine,nevirapine,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,nevirapine | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of nevirapine?,nevirapine belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,nevirapine belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0089,oseltamivir,oseltamivir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,oseltamivir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of oseltamivir?,oseltamivir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,oseltamivir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0090,raltegravir,raltegravir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,raltegravir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of raltegravir?,raltegravir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,raltegravir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0091,remdesivir,remdesivir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,remdesivir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of remdesivir?,remdesivir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,remdesivir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0092,ribavirin,ribavirin,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,ribavirin | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of ribavirin?,ribavirin belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,ribavirin belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0093,ritonavir,ritonavir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,ritonavir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of ritonavir?,ritonavir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,ritonavir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
D0094,tenofovir,tenofovir,Antiviral drug,Cantiviral-drug,antiviral-drug,Antimicrobial,antimicrobial,Viral infection,viral-infection,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,"Herpes, influenza, hepatitis and HIV pharmacology concepts.","Kidney, liver, marrow or CNS effects depending on drug.",High-yield: acyclovir inhibits viral DNA polymerase after activation.,"acyclovir, aciclovir, valacyclovir, ganciclovir, valganciclovir, oseltamivir, zanamivir, remdesivir",,No,Core,tenofovir | Antiviral drug | Antimicrobial | Viral infection | Inhibits viral replication enzymes or viral entry/release depending on virus and drug. | High-yield: acyclovir inhibits viral DNA polymerase after activation.,What is the drug class of tenofovir?,tenofovir belongs to Antiviral drug. Mechanism theme: Inhibits viral replication enzymes or viral entry/release depending on virus and drug.,tenofovir belongs to which drug class?,Antiviral drug,Educational exam revision only. Not medical advice. No dosing or self-treatment guidance.
